date,branch_id,branch_name,city,category,covers,orders,revenue,food_cost,is_weekend,month,year,quarter,is_outlier,gross_profit,gross_margin
2022-06-22,BR005,Reforma,Mexico City,Alcohol,27,11,1352.48,312.28,False,6,2022,2,False,1040.2,0.769105642966994
2022-06-23,BR001,Downtown,Mexico City,Starters,71,38,3429.19,918.55,False,6,2022,2,False,2510.6400000000003,0.7321379101187162
2022-06-23,BR001,Downtown,Mexico City,Main Course,71,73,12681.31,4010.15,False,6,2022,2,False,8671.16,0.6837747835199991
2022-06-23,BR001,Downtown,Mexico City,Desserts,71,26,1829.03,467.63,False,6,2022,2,False,1361.4,0.7443289612526859
2022-06-23,BR001,Downtown,Mexico City,Beverages,71,65,3969.11,729.86,False,6,2022,2,False,3239.25,0.8161149476834857
2022-06-23,BR001,Downtown,Mexico City,Alcohol,71,33,3809.72,800.02,False,6,2022,2,False,3009.7,0.7900055647134172
2022-06-23,BR002,Polanco,Mexico City,Starters,53,30,2444.52,654.51,False,6,2022,2,False,1790.01,0.7322541848706494
2022-06-23,BR002,Polanco,Mexico City,Main Course,53,47,7951.72,2650.12,False,6,2022,2,False,5301.6,0.6667236773930671
2022-06-23,BR002,Polanco,Mexico City,Desserts,53,19,2195.31,361.73,False,6,2022,2,False,1833.58,0.8352260045278344
2022-06-23,BR002,Polanco,Mexico City,Beverages,53,45,2526.79,446.58,False,6,2022,2,False,2080.21,0.8232619252094555
2022-06-23,BR002,Polanco,Mexico City,Alcohol,53,21,2477.93,528.17,False,6,2022,2,False,1949.7599999999998,0.7868503145770864
2022-06-23,BR003,Guadalajara,Guadalajara,Starters,42,26,2221.36,617.89,False,6,2022,2,False,1603.4700000000003,0.721841574530918
2022-06-23,BR003,Guadalajara,Guadalajara,Main Course,42,39,7403.79,2302.72,False,6,2022,2,False,5101.07,0.6889809138292685
2022-06-23,BR003,Guadalajara,Guadalajara,Desserts,42,17,1327.53,329.2,False,6,2022,2,False,998.3299999999999,0.7520206699660271
2022-06-23,BR003,Guadalajara,Guadalajara,Beverages,42,34,2030.38,350.6,False,6,2022,2,False,1679.7800000000002,0.827322964174194
2022-06-23,BR003,Guadalajara,Guadalajara,Alcohol,42,17,1913.23,407.74,False,6,2022,2,False,1505.49,0.7868839606320202
2022-06-23,BR004,Monterrey,Monterrey,Starters,42,26,2116.52,618.42,False,6,2022,2,False,1498.1,0.7078128248256572
2022-06-23,BR004,Monterrey,Monterrey,Main Course,42,43,8308.31,2748.4,False,6,2022,2,False,5559.91,0.6691986697655721
2022-06-23,BR004,Monterrey,Monterrey,Desserts,42,16,1117.96,281.41,False,6,2022,2,False,836.55,0.7482825861390389
2022-06-23,BR004,Monterrey,Monterrey,Beverages,42,36,2280.95,430.94,False,6,2022,2,False,1850.0099999999998,0.8110699489247901
2022-06-23,BR004,Monterrey,Monterrey,Alcohol,42,18,2106.5,448.87,False,6,2022,2,False,1657.63,0.7869119392356991
2022-06-23,BR005,Reforma,Mexico City,Starters,22,13,1114.82,322.29,False,6,2022,2,False,792.53,0.7109040024398557
2022-06-23,BR005,Reforma,Mexico City,Main Course,22,20,3839.89,1244.5,False,6,2022,2,False,2595.39,0.675902174281034
2022-06-23,BR005,Reforma,Mexico City,Desserts,22,9,637.02,164.91,False,6,2022,2,False,472.11,0.7411227277008572
2022-06-23,BR005,Reforma,Mexico City,Beverages,22,19,1079.85,188.34,False,6,2022,2,False,891.5099999999999,0.8255868870676483
2022-06-23,BR005,Reforma,Mexico City,Alcohol,22,10,1110.19,243.33,False,6,2022,2,False,866.86,0.7808213008584116
2022-06-24,BR001,Downtown,Mexico City,Starters,77,47,4212.09,1162.92,False,6,2022,2,False,3049.17,0.7239090332827646
2022-06-24,BR001,Downtown,Mexico City,Main Course,77,72,13959.3,4593.8,False,6,2022,2,False,9365.5,0.6709147306813379
2022-06-24,BR001,Downtown,Mexico City,Desserts,77,33,2450.75,596.39,False,6,2022,2,False,1854.3600000000001,0.7566500051004795
2022-06-24,BR001,Downtown,Mexico City,Beverages,77,64,3789.4,687.17,False,6,2022,2,False,3102.23,0.8186599461656199
2022-06-24,BR001,Downtown,Mexico City,Alcohol,77,33,3672.75,802.54,False,6,2022,2,False,2870.21,0.7814879858416718
2022-06-24,BR002,Polanco,Mexico City,Starters,89,48,4194.45,1225.24,False,6,2022,2,False,2969.21,0.7078901882249163
2022-06-24,BR002,Polanco,Mexico City,Main Course,89,80,14846.13,4976.47,False,6,2022,2,False,9869.66,0.6647968191036991
2022-06-24,BR002,Polanco,Mexico City,Desserts,89,38,2729.13,655.01,False,6,2022,2,False,2074.12,0.7599931113578319
2022-06-24,BR002,Polanco,Mexico City,Beverages,89,70,3791.88,798.06,False,6,2022,2,False,2993.82,0.7895344789392069
2022-06-24,BR002,Polanco,Mexico City,Alcohol,89,41,4790.96,1019.21,False,6,2022,2,False,3771.75,0.7872639304022576
2022-06-24,BR003,Guadalajara,Guadalajara,Starters,55,32,2819.59,784.86,False,6,2022,2,False,2034.73,0.7216403803389855
2022-06-24,BR003,Guadalajara,Guadalajara,Main Course,55,50,8702.61,2704.48,False,6,2022,2,False,5998.130000000001,0.6892334598471034
2022-06-24,BR003,Guadalajara,Guadalajara,Desserts,55,20,1402.76,345.32,False,6,2022,2,False,1057.44,0.7538281673272691
2022-06-24,BR003,Guadalajara,Guadalajara,Beverages,55,42,2393.56,441.47,False,6,2022,2,False,1952.09,0.8155592506559267
2022-06-24,BR003,Guadalajara,Guadalajara,Alcohol,55,23,2834.29,637.07,False,6,2022,2,False,2197.22,0.7752276584259197
2022-06-24,BR004,Monterrey,Monterrey,Starters,55,36,2825.7,810.08,False,6,2022,2,False,2015.62,0.7133170541812648
2022-06-24,BR004,Monterrey,Monterrey,Main Course,55,57,10854.71,3358.15,False,6,2022,2,False,7496.5599999999995,0.6906273866367687
2022-06-24,BR004,Monterrey,Monterrey,Desserts,55,21,1492.46,376.89,False,6,2022,2,False,1115.5700000000002,0.7474706189780631
2022-06-24,BR004,Monterrey,Monterrey,Beverages,55,48,2795.71,505.22,False,6,2022,2,False,2290.49,0.8192874082075751
2022-06-24,BR004,Monterrey,Monterrey,Alcohol,55,25,2962.24,674.76,False,6,2022,2,False,2287.4799999999996,0.7722129199524683
2022-06-24,BR005,Reforma,Mexico City,Starters,36,19,1646.3,448.76,False,6,2022,2,False,1197.54,0.7274129866974427
2022-06-24,BR005,Reforma,Mexico City,Main Course,36,34,6567.39,2181.23,False,6,2022,2,False,4386.16,0.6678695798483111
2022-06-24,BR005,Reforma,Mexico City,Desserts,36,14,1014.97,247.0,False,6,2022,2,False,767.97,0.7566430534892657
2022-06-24,BR005,Reforma,Mexico City,Beverages,36,30,1688.9,305.5,False,6,2022,2,False,1383.4,0.8191130321511043
2022-06-24,BR005,Reforma,Mexico City,Alcohol,36,14,1632.65,349.12,False,6,2022,2,False,1283.5300000000002,0.7861635990567483
2022-06-25,BR001,Downtown,Mexico City,Starters,107,67,5558.0,1492.88,True,6,2022,2,False,4065.12,0.7313997840949982
2022-06-25,BR001,Downtown,Mexico City,Main Course,107,101,17346.48,5571.09,True,6,2022,2,False,11775.39,0.6788345531773593
2022-06-25,BR001,Downtown,Mexico City,Desserts,107,45,3437.53,870.88,True,6,2022,2,False,2566.65,0.7466553019173651
2022-06-25,BR001,Downtown,Mexico City,Beverages,107,91,5833.26,1095.34,True,6,2022,2,False,4737.92,0.8122250679722831
2022-06-25,BR001,Downtown,Mexico City,Alcohol,107,48,5580.99,1222.86,True,6,2022,2,False,4358.13,0.7808883370154758
2022-06-25,BR002,Polanco,Mexico City,Starters,85,52,4420.07,1188.52,True,6,2022,2,False,3231.5499999999997,0.7311083308635383
2022-06-25,BR002,Polanco,Mexico City,Main Course,85,75,13456.01,4472.81,True,6,2022,2,False,8983.2,0.6675976013692023
2022-06-25,BR002,Polanco,Mexico City,Desserts,85,34,2624.07,645.46,True,6,2022,2,False,1978.6100000000001,0.754023330170308
2022-06-25,BR002,Polanco,Mexico City,Beverages,85,73,4343.12,794.2,True,6,2022,2,False,3548.92,0.8171360680800899
2022-06-25,BR002,Polanco,Mexico City,Alcohol,85,34,4075.63,878.35,True,6,2022,2,False,3197.28,0.7844873062569468
2022-06-25,BR003,Guadalajara,Guadalajara,Starters,59,38,3066.02,842.28,True,6,2022,2,False,2223.74,0.7252855493441007
2022-06-25,BR003,Guadalajara,Guadalajara,Main Course,59,56,10665.49,3384.52,True,6,2022,2,False,7280.969999999999,0.6826662441200545
2022-06-25,BR003,Guadalajara,Guadalajara,Desserts,59,24,1902.64,466.62,True,6,2022,2,False,1436.02,0.7547512929403355
2022-06-25,BR003,Guadalajara,Guadalajara,Beverages,59,49,2872.52,534.26,True,6,2022,2,False,2338.26,0.8140099981897428
2022-06-25,BR003,Guadalajara,Guadalajara,Alcohol,59,24,2791.72,625.2,True,6,2022,2,False,2166.5199999999995,0.7760520396028254
2022-06-25,BR004,Monterrey,Monterrey,Starters,64,37,3165.1,859.43,True,6,2022,2,False,2305.67,0.7284667151116869
2022-06-25,BR004,Monterrey,Monterrey,Main Course,64,59,10622.89,3535.7,True,6,2022,2,False,7087.19,0.6671621376103867
2022-06-25,BR004,Monterrey,Monterrey,Desserts,64,24,1905.93,483.36,True,6,2022,2,False,1422.5700000000002,0.7463915253970503
2022-06-25,BR004,Monterrey,Monterrey,Beverages,64,49,3045.67,522.76,True,6,2022,2,False,2522.91,0.8283596056040213
2022-06-25,BR004,Monterrey,Monterrey,Alcohol,64,31,3941.79,849.62,True,6,2022,2,False,3092.17,0.7844583298450705
2022-06-25,BR005,Reforma,Mexico City,Starters,36,21,1743.92,482.06,True,6,2022,2,False,1261.8600000000001,0.7235767695765861
2022-06-25,BR005,Reforma,Mexico City,Main Course,36,32,5871.64,1815.84,True,6,2022,2,False,4055.8,0.6907439829417334
2022-06-25,BR005,Reforma,Mexico City,Desserts,36,15,1181.23,294.61,True,6,2022,2,False,886.62,0.750590486188126
2022-06-25,BR005,Reforma,Mexico City,Beverages,36,32,1842.32,315.62,True,6,2022,2,False,1526.6999999999998,0.8286833991923227
2022-06-25,BR005,Reforma,Mexico City,Alcohol,36,16,1907.07,422.37,True,6,2022,2,False,1484.6999999999998,0.7785241233934779
2022-06-26,BR001,Downtown,Mexico City,Starters,105,68,5904.34,1696.87,True,6,2022,2,False,4207.47,0.7126063200967424
2022-06-26,BR001,Downtown,Mexico City,Main Course,105,91,15490.8,5072.66,True,6,2022,2,False,10418.14,0.6725372479148914
2022-06-26,BR001,Downtown,Mexico City,Desserts,105,41,3048.41,747.52,True,6,2022,2,False,2300.89,0.7547836413080917
2022-06-26,BR001,Downtown,Mexico City,Beverages,105,91,5184.96,945.14,True,6,2022,2,False,4239.82,0.8177150836264888
2022-06-26,BR001,Downtown,Mexico City,Alcohol,105,44,4911.52,1062.2,True,6,2022,2,False,3849.3200000000006,0.7837329380721244
2022-06-26,BR002,Polanco,Mexico City,Starters,86,55,4342.11,1176.47,True,6,2022,2,False,3165.6399999999994,0.7290556895150053
2022-06-26,BR002,Polanco,Mexico City,Main Course,86,82,14715.29,4495.04,True,6,2022,2,False,10220.25,0.6945326935452851
2022-06-26,BR002,Polanco,Mexico City,Desserts,86,31,2506.56,636.59,True,6,2022,2,False,1869.9699999999998,0.7460304161879229
2022-06-26,BR002,Polanco,Mexico City,Beverages,86,71,4239.85,745.36,True,6,2022,2,False,3494.4900000000002,0.8242013278771655
2022-06-26,BR002,Polanco,Mexico City,Alcohol,86,37,4545.88,1038.38,True,6,2022,2,False,3507.5,0.7715777803197621
2022-06-26,BR003,Guadalajara,Guadalajara,Starters,57,36,2874.71,781.98,True,6,2022,2,False,2092.73,0.7279795179339829
2022-06-26,BR003,Guadalajara,Guadalajara,Main Course,57,49,8313.11,2771.21,True,6,2022,2,False,5541.900000000001,0.66664581606643
2022-06-26,BR003,Guadalajara,Guadalajara,Desserts,57,22,1538.5,402.31,True,6,2022,2,False,1136.19,0.7385050373740657
2022-06-26,BR003,Guadalajara,Guadalajara,Beverages,57,52,3247.14,609.82,True,6,2022,2,False,2637.3199999999997,0.812197810996754
2022-06-26,BR003,Guadalajara,Guadalajara,Alcohol,57,24,3035.0,680.39,True,6,2022,2,False,2354.61,0.7758187808896211
2022-06-26,BR004,Monterrey,Monterrey,Starters,69,43,3565.23,1025.66,True,6,2022,2,False,2539.5699999999997,0.7123158954681745
2022-06-26,BR004,Monterrey,Monterrey,Main Course,69,62,10853.93,3337.07,True,6,2022,2,False,7516.860000000001,0.692547307749359
2022-06-26,BR004,Monterrey,Monterrey,Desserts,69,30,2174.76,544.81,True,6,2022,2,False,1629.9500000000003,0.7494850006437492
2022-06-26,BR004,Monterrey,Monterrey,Beverages,69,57,3671.67,650.0,True,6,2022,2,False,3021.67,0.8229688397922471
2022-06-26,BR004,Monterrey,Monterrey,Alcohol,69,32,4058.37,887.09,True,6,2022,2,False,3171.2799999999997,0.7814171699475405
2022-06-26,BR005,Reforma,Mexico City,Starters,37,23,2084.15,598.44,True,6,2022,2,False,1485.71,0.7128613583475277
2022-06-26,BR005,Reforma,Mexico City,Main Course,37,33,6309.05,1996.2,True,6,2022,2,False,4312.85,0.6835973720290693
2022-06-26,BR005,Reforma,Mexico City,Desserts,37,15,1184.66,286.94,True,6,2022,2,False,897.72,0.7577870443840427
2022-06-26,BR005,Reforma,Mexico City,Beverages,37,33,2010.46,376.12,True,6,2022,2,False,1634.3400000000001,0.8129184365767039
2022-06-26,BR005,Reforma,Mexico City,Alcohol,37,15,1777.16,403.99,True,6,2022,2,False,1373.17,0.7726766301289698
2022-06-27,BR001,Downtown,Mexico City,Starters,53,29,2658.48,728.03,False,6,2022,2,False,1930.45,0.7261480244350155
2022-06-27,BR001,Downtown,Mexico City,Main Course,53,55,9397.13,2965.31,False,6,2022,2,False,6431.82,0.6844451444217543
2022-06-27,BR001,Downtown,Mexico City,Desserts,53,22,1691.65,426.34,False,6,2022,2,False,1265.3100000000002,0.7479738716637603
2022-06-27,BR001,Downtown,Mexico City,Beverages,53,45,2848.37,499.12,False,6,2022,2,False,2349.25,0.8247699561503598
2022-06-27,BR001,Downtown,Mexico City,Alcohol,53,23,2607.85,579.23,False,6,2022,2,False,2028.62,0.7778898326207412
2022-06-27,BR002,Polanco,Mexico City,Starters,58,33,2792.1,744.79,False,6,2022,2,False,2047.31,0.7332509580602414
2022-06-27,BR002,Polanco,Mexico City,Main Course,58,50,9267.74,2944.61,False,6,2022,2,False,6323.129999999999,0.6822731323925789
2022-06-27,BR002,Polanco,Mexico City,Desserts,58,24,1856.07,441.19,False,6,2022,2,False,1414.8799999999999,0.7622988357120152
2022-06-27,BR002,Polanco,Mexico City,Beverages,58,50,2804.99,519.08,False,6,2022,2,False,2285.91,0.8149440817970831
2022-06-27,BR002,Polanco,Mexico City,Alcohol,58,28,3376.77,756.47,False,6,2022,2,False,2620.3,0.7759782277146504
2022-06-27,BR003,Guadalajara,Guadalajara,Starters,38,22,1976.54,535.03,False,6,2022,2,False,1441.51,0.7293098040009309
2022-06-27,BR003,Guadalajara,Guadalajara,Main Course,38,34,6066.57,1982.51,False,6,2022,2,False,4084.0599999999995,0.6732074302282838
2022-06-27,BR003,Guadalajara,Guadalajara,Desserts,38,14,1121.86,269.09,False,6,2022,2,False,852.77,0.7601394113347477
2022-06-27,BR003,Guadalajara,Guadalajara,Beverages,38,31,1922.18,336.51,False,6,2022,2,False,1585.67,0.82493314882061
2022-06-27,BR003,Guadalajara,Guadalajara,Alcohol,38,17,1930.4,405.83,False,6,2022,2,False,1524.5700000000002,0.7897689598010775
2022-06-27,BR004,Monterrey,Monterrey,Starters,37,24,2056.89,593.0,False,6,2022,2,False,1463.8899999999999,0.7117006743189961
2022-06-27,BR004,Monterrey,Monterrey,Main Course,37,33,6028.06,1928.01,False,6,2022,2,False,4100.05,0.680160781412262
2022-06-27,BR004,Monterrey,Monterrey,Desserts,37,16,1247.53,319.07,False,6,2022,2,False,928.46,0.7442386155042364
2022-06-27,BR004,Monterrey,Monterrey,Beverages,37,28,1693.35,303.8,False,6,2022,2,False,1389.55,0.8205923170047539
2022-06-27,BR004,Monterrey,Monterrey,Alcohol,37,18,2076.14,446.24,False,6,2022,2,False,1629.8999999999999,0.7850626643675281
2022-06-27,BR005,Reforma,Mexico City,Starters,25,14,1119.4,324.63,False,6,2022,2,False,794.7700000000001,0.7099964266571378
2022-06-27,BR005,Reforma,Mexico City,Main Course,25,24,4569.77,1510.75,False,6,2022,2,False,3059.0200000000004,0.6694034929547877
2022-06-27,BR005,Reforma,Mexico City,Desserts,25,9,680.16,162.95,False,6,2022,2,False,517.21,0.7604240178781464
2022-06-27,BR005,Reforma,Mexico City,Beverages,25,23,1358.86,241.99,False,6,2022,2,False,1116.87,0.8219169009316633
2022-06-27,BR005,Reforma,Mexico City,Alcohol,25,10,1192.45,255.83,False,6,2022,2,False,936.62,0.7854585097907669
2022-06-28,BR001,Downtown,Mexico City,Starters,60,38,13594.154674497819,934.11,False,6,2022,2,False,12660.044674497818,0.9312859076296697
2022-06-28,BR001,Downtown,Mexico City,Main Course,60,56,10682.9,3265.61,False,6,2022,2,False,7417.289999999999,0.6943142779582322
2022-06-28,BR001,Downtown,Mexico City,Desserts,60,25,1790.76,455.68,False,6,2022,2,False,1335.08,0.745538207241618
2022-06-28,BR001,Downtown,Mexico City,Beverages,60,51,3085.92,575.43,False,6,2022,2,False,2510.4900000000002,0.8135304868564318
2022-06-28,BR001,Downtown,Mexico City,Alcohol,60,24,2809.51,620.46,False,6,2022,2,False,2189.05,0.7791572195863335
2022-06-28,BR002,Polanco,Mexico City,Starters,68,38,3386.55,938.72,False,6,2022,2,False,2447.83,0.7228093487472501
2022-06-28,BR002,Polanco,Mexico City,Main Course,68,60,11247.53,3451.97,False,6,2022,2,False,7795.560000000001,0.6930908386107884
2022-06-28,BR002,Polanco,Mexico City,Desserts,68,27,1883.7,464.16,False,6,2022,2,False,1419.54,0.7535913362000318
2022-06-28,BR002,Polanco,Mexico City,Beverages,68,58,3511.25,626.0,False,6,2022,2,False,2885.25,0.8217159131363475
2022-06-28,BR002,Polanco,Mexico City,Alcohol,68,30,3442.62,754.03,False,6,2022,2,False,2688.59,0.7809720503569956
2022-06-28,BR003,Guadalajara,Guadalajara,Starters,47,30,2405.26,641.8,False,6,2022,2,False,1763.4600000000003,0.7331681398268795
2022-06-28,BR003,Guadalajara,Guadalajara,Main Course,47,48,8676.98,2787.14,False,6,2022,2,False,5889.84,0.6787891639717967
2022-06-28,BR003,Guadalajara,Guadalajara,Desserts,47,19,1440.635,345.06,False,6,2022,2,False,1095.575,0.7604806213926498
2022-06-28,BR003,Guadalajara,Guadalajara,Beverages,47,43,2651.06,460.67,False,6,2022,2,False,2190.39,0.8262317714423664
2022-06-28,BR003,Guadalajara,Guadalajara,Alcohol,47,19,2172.12,490.61,False,6,2022,2,False,1681.5099999999998,0.7741331049849915
2022-06-28,BR004,Monterrey,Monterrey,Starters,39,21,1911.86,517.64,False,6,2022,2,False,1394.2199999999998,0.7292479574864268
2022-06-28,BR004,Monterrey,Monterrey,Main Course,39,33,5690.17,1772.61,False,6,2022,2,False,3917.5600000000004,0.6884785516074213
2022-06-28,BR004,Monterrey,Monterrey,Desserts,39,15,4796.750175749336,311.55,False,6,2022,2,False,4485.200175749336,0.935049775663722
2022-06-28,BR004,Monterrey,Monterrey,Beverages,39,32,1892.63,342.55,False,6,2022,2,False,1550.0800000000002,0.8190084696956088
2022-06-28,BR004,Monterrey,Monterrey,Alcohol,39,16,1782.43,409.36,False,6,2022,2,False,1373.0700000000002,0.7703360019748322
2022-06-28,BR005,Reforma,Mexico City,Starters,23,12,1015.51,284.1,False,6,2022,2,False,731.41,0.7202390916879203
2022-06-28,BR005,Reforma,Mexico City,Main Course,23,19,3227.36,1020.17,False,6,2022,2,False,2207.19,0.683899533984433
2022-06-28,BR005,Reforma,Mexico City,Desserts,23,9,645.67,160.17,False,6,2022,2,False,485.5,0.7519321015379374
2022-06-28,BR005,Reforma,Mexico City,Beverages,23,19,1210.88,214.17,False,6,2022,2,False,996.7100000000002,0.8231286337209303
2022-06-28,BR005,Reforma,Mexico City,Alcohol,23,9,1078.15,243.04,False,6,2022,2,False,835.1100000000001,0.7745768214070399
2022-06-29,BR001,Downtown,Mexico City,Starters,55,32,2510.14,670.06,False,6,2022,2,False,1840.08,0.7330587138565976
2022-06-29,BR001,Downtown,Mexico City,Main Course,55,52,9057.78,2998.52,False,6,2022,2,False,6059.26,0.6689564109527941
2022-06-29,BR001,Downtown,Mexico City,Desserts,55,22,1637.84,405.69,False,6,2022,2,False,1232.1499999999999,0.7523018121428222
2022-06-29,BR001,Downtown,Mexico City,Beverages,55,46,2557.06,478.35,False,6,2022,2,False,2078.71,0.8129296926939532
2022-06-29,BR001,Downtown,Mexico City,Alcohol,55,27,3074.88,650.79,False,6,2022,2,False,2424.09,0.7883527162035592
2022-06-29,BR002,Polanco,Mexico City,Starters,56,34,2964.65,858.98,False,6,2022,2,False,2105.67,0.7102592211559543
2022-06-29,BR002,Polanco,Mexico City,Main Course,56,55,9820.31,3177.96,False,6,2022,2,False,6642.349999999999,0.6763890345620454
2022-06-29,BR002,Polanco,Mexico City,Desserts,56,23,1728.52,431.08,False,6,2022,2,False,1297.44,0.7506074560896027
2022-06-29,BR002,Polanco,Mexico City,Beverages,56,48,2906.48,530.7,False,6,2022,2,False,2375.7799999999997,0.8174079986788142
2022-06-29,BR002,Polanco,Mexico City,Alcohol,56,25,3105.21,692.9,False,6,2022,2,False,2412.31,0.7768588919912018
2022-06-29,BR003,Guadalajara,Guadalajara,Starters,42,26,2192.14,597.94,False,6,2022,2,False,1594.1999999999998,0.7272345744341145
2022-06-29,BR003,Guadalajara,Guadalajara,Main Course,42,35,6360.44,2053.79,False,6,2022,2,False,4306.65,0.6770993830615492
2022-06-29,BR003,Guadalajara,Guadalajara,Desserts,42,18,1320.08,326.53,False,6,2022,2,False,993.55,0.7526437791648991
2022-06-29,BR003,Guadalajara,Guadalajara,Beverages,42,33,1843.95,340.96,False,6,2022,2,False,1502.99,0.8150926001247322
2022-06-29,BR003,Guadalajara,Guadalajara,Alcohol,42,17,2075.55,465.19,False,6,2022,2,False,1610.3600000000001,0.7758714557587145
2022-06-29,BR004,Monterrey,Monterrey,Starters,41,26,2190.13,600.05,False,6,2022,2,False,1590.0800000000002,0.7260208298137554
2022-06-29,BR004,Monterrey,Monterrey,Main Course,41,42,7997.35,2473.17,False,6,2022,2,False,5524.18,0.6907513113718919
2022-06-29,BR004,Monterrey,Monterrey,Desserts,41,14,981.12,240.04,False,6,2022,2,False,741.08,0.7553408349641226
2022-06-29,BR004,Monterrey,Monterrey,Beverages,41,38,2301.35,408.99,False,6,2022,2,False,1892.36,0.8222825732722098
2022-06-29,BR004,Monterrey,Monterrey,Alcohol,41,19,2262.9,488.64,False,6,2022,2,False,1774.2600000000002,0.7840646957443989
2022-06-29,BR005,Reforma,Mexico City,Starters,29,18,1614.13,452.51,False,6,2022,2,False,1161.6200000000001,0.7196570288638462
2022-06-29,BR005,Reforma,Mexico City,Main Course,29,29,4952.2,1596.31,False,6,2022,2,False,3355.89,0.6776563951375146
2022-06-29,BR005,Reforma,Mexico City,Desserts,29,12,869.9,223.88,False,6,2022,2,False,646.02,0.7426370847223819
2022-06-29,BR005,Reforma,Mexico City,Beverages,29,24,1333.97,246.43,False,6,2022,2,False,1087.54,0.8152657106231774
2022-06-29,BR005,Reforma,Mexico City,Alcohol,29,12,1470.29,310.06,False,6,2022,2,False,1160.23,0.7891164328125744
2022-06-30,BR001,Downtown,Mexico City,Starters,71,40,3251.2,876.57,False,6,2022,2,False,2374.6299999999997,0.7303857037401574
2022-06-30,BR001,Downtown,Mexico City,Main Course,71,73,13585.51,4452.42,False,6,2022,2,False,9133.09,0.672266996233487
2022-06-30,BR001,Downtown,Mexico City,Desserts,71,28,2091.51,502.49,False,6,2022,2,False,1589.0200000000002,0.7597477420619553
2022-06-30,BR001,Downtown,Mexico City,Beverages,71,61,3511.79,662.28,False,6,2022,2,False,2849.51,0.8114124136124313
2022-06-30,BR001,Downtown,Mexico City,Alcohol,71,33,3904.87,829.12,False,6,2022,2,False,3075.75,0.7876702681523329
2022-06-30,BR002,Polanco,Mexico City,Starters,68,37,2988.67,812.69,False,6,2022,2,False,2175.98,0.7280763684180589
2022-06-30,BR002,Polanco,Mexico City,Main Course,68,65,12237.37,3843.24,False,6,2022,2,False,8394.130000000001,0.6859423225742133
2022-06-30,BR002,Polanco,Mexico City,Desserts,68,24,1789.79,458.55,False,6,2022,2,False,1331.24,0.7437967582789042
2022-06-30,BR002,Polanco,Mexico City,Beverages,68,54,3094.81,581.98,False,6,2022,2,False,2512.83,0.8119496835023797
2022-06-30,BR002,Polanco,Mexico City,Alcohol,68,33,4270.76,968.47,False,6,2022,2,False,3302.29,0.7732323989172887
2022-06-30,BR003,Guadalajara,Guadalajara,Starters,38,21,1739.37,478.17,False,6,2022,2,False,1261.1999999999998,0.7250901188361303
2022-06-30,BR003,Guadalajara,Guadalajara,Main Course,38,39,7344.69,2402.95,False,6,2022,2,False,4941.74,0.6728316647809506
2022-06-30,BR003,Guadalajara,Guadalajara,Desserts,38,14,1118.8,288.87,False,6,2022,2,False,829.93,0.7418037182695745
2022-06-30,BR003,Guadalajara,Guadalajara,Beverages,38,30,1906.9,335.42,False,6,2022,2,False,1571.48,0.8241019455661021
2022-06-30,BR003,Guadalajara,Guadalajara,Alcohol,38,15,1845.16,412.18,False,6,2022,2,False,1432.98,0.7766155780528518
2022-06-30,BR004,Monterrey,Monterrey,Starters,36,20,1834.05,522.7,False,6,2022,2,False,1311.35,0.7150023172759739
2022-06-30,BR004,Monterrey,Monterrey,Main Course,36,35,6010.62,1842.38,False,6,2022,2,False,4168.24,0.6934792084676789
2022-06-30,BR004,Monterrey,Monterrey,Desserts,36,13,935.83,227.75,False,6,2022,2,False,708.08,0.7566331491830781
2022-06-30,BR004,Monterrey,Monterrey,Beverages,36,28,1700.09,300.76,False,6,2022,2,False,1399.33,0.8230917186737172
2022-06-30,BR004,Monterrey,Monterrey,Alcohol,36,17,1936.84,424.6,False,6,2022,2,False,1512.2399999999998,0.7807769356271038
2022-06-30,BR005,Reforma,Mexico City,Starters,22,13,1026.47,301.14,False,6,2022,2,False,725.33,0.7066256198427621
2022-06-30,BR005,Reforma,Mexico City,Main Course,22,22,3953.73,1212.89,False,6,2022,2,False,2740.84,0.6932289255968415
2022-06-30,BR005,Reforma,Mexico City,Desserts,22,8,624.84,151.38,False,6,2022,2,False,473.46000000000004,0.7577299788745919
2022-06-30,BR005,Reforma,Mexico City,Beverages,22,18,1134.3,209.65,False,6,2022,2,False,924.65,0.8151723529930354
2022-06-30,BR005,Reforma,Mexico City,Alcohol,22,10,1272.83,292.28,False,6,2022,2,False,980.55,0.7703699629958439
2022-07-01,BR001,Downtown,Mexico City,Starters,83,50,4447.65,1269.89,False,7,2022,3,False,3177.7599999999993,0.7144806808089664
2022-07-01,BR001,Downtown,Mexico City,Main Course,83,86,14275.48,4501.98,False,7,2022,3,False,9773.5,0.6846354728527517
2022-07-01,BR001,Downtown,Mexico City,Desserts,83,31,2198.28,543.63,False,7,2022,3,False,1654.65,0.7527021125607293
2022-07-01,BR001,Downtown,Mexico City,Beverages,83,73,4089.0,753.8,False,7,2022,3,False,3335.2,0.8156517485937882
2022-07-01,BR001,Downtown,Mexico City,Alcohol,83,38,4378.19,939.39,False,7,2022,3,False,3438.7999999999997,0.7854387315306097
2022-07-01,BR002,Polanco,Mexico City,Starters,89,56,5046.73,1462.85,False,7,2022,3,False,3583.8799999999997,0.7101390405272324
